Model: ,Oscilloscope DSO-X 2002A
Serial Number:,MY54313423
Address: ,USB0::0x0957::0x179B::MY54313423::0::INSTR
Date: ,2016-04-04 17:46:03

Analog Sample Count:,1000,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,
Ch 1,,,,,,,,,,,,
Scale,200 mV/,,Sweep Mode,Auto,,Mode,MAIN,,Mode,NORM,,
Pos,0 V,,Coup,DC,,Ref,CENT,,Realtime,On,,
Coup,DC,,Noise Rej,Off,,Main Scale,132 µs/,,Vectors,On,,
BW,Off,,HF Rej,Off,,Main Delay,0 s,,Persistence,Off,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,
Imp,1M Ohm,,Mode,EDGE,,,,,,,,
Probe,1 : 1,,Source,Ch 1,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,
,,,Level,67.5 mV,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-0.00066,0.00804019998759031,,
2,-0.00065868,0,,
3,-0.00065736,0,,
4,-0.00065604,0,,
5,-0.00065472,-0.0160803999751806,,
6,-0.0006534,-0.0241205999627709,,
7,-0.00065208,-0.0160803999751806,,
8,-0.00065076,-0.0241205999627709,,
9,-0.00064944,-0.0321607999503613,,
10,-0.00064812,-0.0321607999503613,,
11,-0.0006468,-0.0402009999379516,,
12,-0.00064548,-0.0482411999255419,,
13,-0.00064416,-0.0482411999255419,,
14,-0.00064284,-0.0482411999255419,,
15,-0.00064152,-0.0723617998883128,,
16,-0.0006402,-0.0723617998883128,,
17,-0.00063888,-0.0723617998883128,,
18,-0.00063756,-0.0723617998883128,,
19,-0.00063624,-0.0804019998759031,,
20,-0.00063492,-0.0884421998634934,,
21,-0.0006336,-0.0884421998634934,,
22,-0.00063228,-0.0884421998634934,,
23,-0.00063096,-0.0964823998510838,,
24,-0.00062964,-0.104522599838674,,
25,-0.00062832,-0.104522599838674,,
26,-0.000627,-0.112562799826264,,
27,-0.00062568,-0.120602999813855,,
28,-0.00062436,-0.120602999813855,,
29,-0.00062304,-0.120602999813855,,
30,-0.00062172,-0.128643199801445,,
31,-0.0006204,-0.128643199801445,,
32,-0.00061908,-0.217085399664938,,
33,-0.00061776,-0.144723599776626,,
34,-0.00061644,-0.120602999813855,,
35,-0.00061512,-0.112562799826264,,
36,-0.0006138,-0.104522599838674,,
37,-0.00061248,-0.104522599838674,,
38,-0.00061116,-0.104522599838674,,
39,-0.00060984,-0.0964823998510838,,
40,-0.00060852,-0.0884421998634934,,
41,-0.0006072,-0.0884421998634934,,
42,-0.00060588,-0.0723617998883128,,
43,-0.00060456,-0.0723617998883128,,
44,-0.00060324,-0.0643215999007225,,
45,-0.00060192,-0.0562813999131322,,
46,-0.0006006,-0.0562813999131322,,
47,-0.00059928,-0.0482411999255419,,
48,-0.00059796,-0.0402009999379516,,
49,-0.00059664,-0.0482411999255419,,
50,-0.00059532,-0.0321607999503613,,
51,-0.000594,-0.0241205999627709,,
52,-0.00059268,-0.0241205999627709,,
53,-0.00059136,-0.0160803999751806,,
54,-0.00059004,-0.00804019998759031,,
55,-0.00058872,-0.00804019998759031,,
56,-0.0005874,0,,
57,-0.00058608,0,,
58,-0.00058476,0,,
59,-0.00058344,0.00804019998759031,,
60,-0.00058212,0.0160803999751806,,
61,-0.0005808,0.0241205999627709,,
62,-0.00057948,0.0241205999627709,,
63,-0.00057816,0.0321607999503613,,
64,-0.00057684,0.0402009999379516,,
65,-0.00057552,0.0402009999379516,,
66,-0.0005742,0.0402009999379516,,
67,-0.00057288,0.0482411999255419,,
68,-0.00057156,0.0562813999131322,,
69,-0.00057024,0.0562813999131322,,
70,-0.00056892,0.0562813999131322,,
71,-0.0005676,0.0643215999007225,,
72,-0.00056628,0.0643215999007225,,
73,-0.00056496,0.0804019998759031,,
74,-0.00056364,0.0804019998759031,,
75,-0.00056232,0.0804019998759031,,
76,-0.000561,0.0964823998510838,,
77,-0.00055968,0.0964823998510838,,
78,-0.00055836,0.0964823998510838,,
79,-0.00055704,0.104522599838674,,
80,-0.00055572,0.112562799826264,,
81,-0.0005544,0.112562799826264,,
82,-0.00055308,0.120602999813855,,
83,-0.00055176,0.120602999813855,,
84,-0.00055044,0.128643199801445,,
85,-0.00054912,0.128643199801445,,
86,-0.0005478,0.0723617998883128,,
87,-0.00054648,0.120602999813855,,
88,-0.00054516,0.128643199801445,,
89,-0.00054384,0.120602999813855,,
90,-0.00054252,0.104522599838674,,
91,-0.0005412,0.112562799826264,,
92,-0.00053988,0.0964823998510838,,
93,-0.00053856,0.0884421998634934,,
94,-0.00053724,0.0804019998759031,,
95,-0.00053592,0.0804019998759031,,
96,-0.0005346,0.0884421998634934,,
97,-0.00053328,0.0643215999007225,,
98,-0.00053196,0.0643215999007225,,
99,-0.00053064,0.0643215999007225,,
100,-0.00052932,0.0482411999255419,,
101,-0.000528,0.0562813999131322,,
102,-0.00052668,0.0482411999255419,,
103,-0.00052536,0.0402009999379516,,
104,-0.00052404,0.0241205999627709,,
105,-0.00052272,0.0241205999627709,,
106,-0.0005214,0.0241205999627709,,
107,-0.00052008,0.0241205999627709,,
108,-0.00051876,0.0160803999751806,,
109,-0.00051744,0,,
110,-0.00051612,0,,
111,-0.0005148,-0.00804019998759031,,
112,-0.00051348,-0.00804019998759031,,
113,-0.00051216,-0.00804019998759031,,
114,-0.00051084,-0.0241205999627709,,
115,-0.00050952,-0.0160803999751806,,
116,-0.0005082,-0.0160803999751806,,
117,-0.00050688,-0.0321607999503613,,
118,-0.00050556,-0.0482411999255419,,
119,-0.00050424,-0.0482411999255419,,
120,-0.00050292,-0.0482411999255419,,
121,-0.0005016,-0.0482411999255419,,
122,-0.00050028,-0.0562813999131322,,
123,-0.00049896,-0.0643215999007225,,
124,-0.00049764,-0.0723617998883128,,
125,-0.00049632,-0.0643215999007225,,
126,-0.000495,-0.0723617998883128,,
127,-0.00049368,-0.0804019998759031,,
128,-0.00049236,-0.0804019998759031,,
129,-0.00049104,-0.0884421998634934,,
130,-0.00048972,-0.0884421998634934,,
131,-0.0004884,-0.0884421998634934,,
132,-0.00048708,-0.0964823998510838,,
133,-0.00048576,-0.104522599838674,,
134,-0.00048444,-0.112562799826264,,
135,-0.00048312,-0.112562799826264,,
136,-0.0004818,-0.120602999813855,,
137,-0.00048048,-0.120602999813855,,
138,-0.00047916,-0.120602999813855,,
139,-0.00047784,-0.136683399789035,,
140,-0.00047652,-0.136683399789035,,
141,-0.0004752,-0.0964823998510838,,
142,-0.00047388,-0.120602999813855,,
143,-0.00047256,-0.112562799826264,,
144,-0.00047124,-0.112562799826264,,
145,-0.00046992,-0.112562799826264,,
146,-0.0004686,-0.104522599838674,,
147,-0.00046728,-0.0964823998510838,,
148,-0.00046596,-0.0884421998634934,,
149,-0.00046464,-0.0884421998634934,,
150,-0.00046332,-0.0804019998759031,,
151,-0.000462,-0.0723617998883128,,
152,-0.00046068,-0.0643215999007225,,
153,-0.00045936,-0.0643215999007225,,
154,-0.00045804,-0.0562813999131322,,
155,-0.00045672,-0.0482411999255419,,
156,-0.0004554,-0.0482411999255419,,
