Model: ,Oscilloscope DSO-X 2002A
Serial Number:,MY54313423
Address: ,USB0::0x0957::0x179B::MY54313423::0::INSTR
Date: ,2016-04-04 17:52:08

Analog Sample Count:,1000,

Setup Text Information:,
ANALOG,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,
Ch 1,,,,,,,,,,,,
Scale,2 V/,,Sweep Mode,Auto,,Mode,MAIN,,Mode,NORM,,
Pos,0 V,,Coup,DC,,Ref,CENT,,Realtime,On,,
Coup,DC,,Noise Rej,Off,,Main Scale,50 µs/,,Vectors,On,,
BW,Off,,HF Rej,Off,,Main Delay,0 s,,Persistence,Off,,
Inv,Off,,Holdoff,40.0 ns,,,,,,,,
Imp,1M Ohm,,Mode,EDGE,,,,,,,,
Probe,1 : 1,,Source,Ch 1,,,,,,,,
Skew,0 s,,Slope,POS,,,,,,,,
,,,Level,-120 mV,,,,,,,,

Analog Channels,,,,
Sample Number,Time (s),1 (VOLT),,
1,-0.00025,0.804019942879677,,
2,-0.0002495,0.804019942879677,,
3,-0.000249,0.804019942879677,,
4,-0.0002485,0.804019942879677,,
5,-0.000248,0.804019942879677,,
6,-0.0002475,0.723617948591709,,
7,-0.000247,0.804019942879677,,
8,-0.0002465,0.723617948591709,,
9,-0.000246,0.804019942879677,,
10,-0.0002455,0.723617948591709,,
11,-0.000245,0.723617948591709,,
12,-0.0002445,0.804019942879677,,
13,-0.000244,0.723617948591709,,
14,-0.0002435,0.723617948591709,,
15,-0.000243,0.723617948591709,,
16,-0.0002425,0.723617948591709,,
17,-0.000242,0.723617948591709,,
18,-0.0002415,0.723617948591709,,
19,-0.000241,0.723617948591709,,
20,-0.0002405,0.804019942879677,,
21,-0.00024,0.723617948591709,,
22,-0.0002395,0.723617948591709,,
23,-0.000239,0.723617948591709,,
24,-0.0002385,0.723617948591709,,
25,-0.000238,0.643215954303741,,
26,-0.0002375,0.723617948591709,,
27,-0.000237,0.723617948591709,,
28,-0.0002365,0.723617948591709,,
29,-0.000236,0.723617948591709,,
30,-0.0002355,0.723617948591709,,
31,-0.000235,0.723617948591709,,
32,-0.0002345,0.643215954303741,,
33,-0.000234,0.723617948591709,,
34,-0.0002335,0.643215954303741,,
35,-0.000233,0.723617948591709,,
36,-0.0002325,0.723617948591709,,
37,-0.000232,0.723617948591709,,
38,-0.0002315,0.643215954303741,,
39,-0.000231,0.643215954303741,,
40,-0.0002305,0.643215954303741,,
41,-0.00023,0.643215954303741,,
42,-0.0002295,0.643215954303741,,
43,-0.000229,0.643215954303741,,
44,-0.0002285,0.643215954303741,,
45,-0.000228,0.643215954303741,,
46,-0.0002275,0.643215954303741,,
47,-0.000227,0.643215954303741,,
48,-0.0002265,0.723617948591709,,
49,-0.000226,0.643215954303741,,
50,-0.0002255,0.643215954303741,,
51,-0.000225,0.643215954303741,,
52,-0.0002245,0.643215954303741,,
53,-0.000224,0.643215954303741,,
54,-0.0002235,0.643215954303741,,
55,-0.000223,0.643215954303741,,
56,-0.0002225,0.643215954303741,,
57,-0.000222,0.643215954303741,,
58,-0.0002215,0.643215954303741,,
59,-0.000221,0.643215954303741,,
60,-0.0002205,0.643215954303741,,
61,-0.00022,0.643215954303741,,
62,-0.0002195,0.643215954303741,,
63,-0.000219,0.643215954303741,,
64,-0.0002185,0.643215954303741,,
65,-0.000218,0.643215954303741,,
66,-0.0002175,0.643215954303741,,
67,-0.000217,0.562813960015774,,
68,-0.0002165,0.643215954303741,,
69,-0.000216,0.643215954303741,,
70,-0.0002155,0.562813960015774,,
71,-0.000215,0.562813960015774,,
72,-0.0002145,0.643215954303741,,
73,-0.000214,-1.36683390289545,,
74,-0.0002135,-1.36683390289545,,
75,-0.000213,-1.36683390289545,,
76,-0.0002125,-1.36683390289545,,
